ID,TARGET
202,195.72296
203,952.1145
204,2556.0964
205,2340.2148
206,56262.88
207,15159.254
208,240765.88
209,153463.28
210,5014.333
211,53696.867
212,36219.18
213,28447.475
214,5527.749
215,16340.166
216,26393.102
217,6123.6016
218,3810.5908
219,99052.47
220,4242.913
221,27978.766
222,52618.047
223,14895.875
224,618.69763
225,4943.41
226,14688.451
227,17675.125
228,16632.395
229,40245.656
230,4244.4473
231,5317.9844
232,873.63617
233,59562.07
234,108993.055
235,103002.734
236,2884.99
237,4717.344
238,366.56683
239,30187.953
240,1475.8744
241,35967.45
242,40635.89
243,30277.277
244,4748.033
245,74771.836
246,3351.9048
247,58747.39
248,35130.656
249,14439.227
250,138120.08
251,69689.625
252,9089.988
253,4703.474
254,4567.046
255,53907.855
256,36952.09
257,25086.143
258,28185.71
259,4138.617
260,4953.393
261,30180.266
262,14868.354
263,48725.61
264,37997.77
265,30140.602
266,25819.059
267,7027.543
268,56711.57
269,11997.742
270,63829.156
271,10086.365
272,197524.8
273,13666.7295
274,34671.395
275,15023.785
276,30425.25
277,2996.2722
278,121762.28
279,56932.832
280,35300.125
281,159595.17
282,51624.47
283,1261.184
284,37617.55
285,5693.6294
286,40990.242
287,70667.164
288,17700.852
289,93141.16
290,26690.834
291,139461.03
292,49642.086
293,1639.9895
294,6208.663
295,2454.6685
296,11811.81
297,65746.84
298,145266.55
299,74415.64
300,5297.9805
301,69034.02
302,36194.18
303,9617.484
304,36818.344
305,4528.563
306,93335.266
307,5710.31
308,16549.607
309,27824.533
310,63726.184
311,35013.254
312,40016.137
313,48024.14
314,35472.004
315,58710.367
316,26388.646
317,16328.513
318,35285.418
319,51274.133
320,6075.1743
321,7081.439
322,5936.996
323,413.6872
324,32782.49
325,63031.69
326,33720.66
327,13150.55
328,44967.883
329,10319.938
330,7457.9688
331,49100.383
332,26175.94
333,7673.502
334,5045.408
335,5047.1123
336,14980.703
337,2340.0898
338,4630.8296
339,8690.301
340,6542.38
341,7765.618
342,66188.3
343,43707.336
344,9196.062
345,21514.115
346,35128.613
347,29373.32
348,9587.71
349,25547.32
350,14422.545
351,7315.1294
352,10744.751
353,12147.959
354,143169.69
355,57860.305
356,44540.684
357,62675.03
358,12431.023
359,15259.081
360,82676.47
361,6225.5166
362,11765.363
363,32978.664
364,22581.574
365,9296.703
366,3428.2036
367,163009.31
368,3668.6528
369,52647.41
370,35990.816
371,4071.1907
372,14921.512
373,17914.469
374,116709.4
375,2565.6763
376,31680.197
377,8103.6685
378,19444.297
379,12754.152
380,34998.598
381,72268.266
382,30342.201
383,4814.849
384,30326.463
385,6044.9263
386,36088.363
387,103955.15
388,5504.1724
389,8969.135
390,3743.8472
391,125593.44
392,2937.438
393,72965.44
394,33404.324
395,14769.759
396,71630.336
397,6463.995
398,93598.22
399,79556.7
400,9394.449
401,6526.1504
402,7552.301
403,11697.691
404,5618.95
405,23346.29
406,7844.6333
407,40034.305
408,31256.979
409,20090.39
410,4755.0356
411,29639.98
412,6635.15
413,4766.775
414,5817.909
415,6126.4873
416,42004.203
417,24316.172
418,17045.092
419,7438.5884
420,674.9306
421,48306.09
422,2358.279
423,5046.915
424,4204.8057
425,9565.943
426,6070.3027
427,95778.03
428,18594.416
429,86535.41
430,87020.29
431,10951.6875
432,106041.195
433,23447.102
434,43888.535
435,2530.8877
436,9814.566
437,42357.93
438,164290.95
439,121192.06
440,133852.55
441,13057.803
442,1528.3276
443,49070.33
444,34756.215
445,30745.03
446,58317.117
447,25686.21
448,3559.0176
449,31149.996
450,116791.91
451,5108.3423
452,38036.926
453,8829.973
454,45473.67
455,6559.832
456,14148.561
457,8386.0
458,10412.301
459,50090.023
460,67407.95
461,115251.59
462,60345.215
463,800.59467
464,8673.044
465,29348.203
466,12592.62
467,77266.58
468,4813.242
469,84951.03
470,2482.9114
471,15470.0625
472,26572.121
473,47139.965
474,3740.0134
475,24980.26
476,22821.658
477,75437.88
478,9480.799
479,8905.272
480,20212.566
481,32460.613
482,31861.725
483,7581.965
484,24267.01
485,69442.695
486,11763.489
487,12206.867
488,13751.561
489,10333.748
490,6090.2246
491,1657.5305
492,26779.564
493,44235.297
494,5255.931
495,17909.857
496,3609.3872
497,15864.068
498,193783.75
499,13730.945
500,44699.07
501,39070.953
502,93312.3
503,120757.69
504,9860.26
505,10164.415
506,304.72653
507,26708.328
508,394.05005
509,107693.24
510,17459.348
511,54379.242
512,77892.8
513,36254.53
514,7438.042
515,24526.324
516,50947.16
517,35504.46
518,110037.89
519,209338.94
520,16191.241
521,54355.133
522,13868.547
523,66515.07
524,102430.164
525,7724.862
526,7609.328
527,2714.683
528,13549.352
529,96545.44
530,32018.998
531,13310.666
532,111307.93
533,21494.059
534,93944.94
535,7617.338
536,17852.64
537,22548.174
538,91701.23
539,4141.832
540,72990.7
541,10511.223
542,71648.71
543,12429.364
544,18788.51
545,81304.68
546,71550.11
547,35405.758
548,45583.48
549,15712.962
550,13217.848
551,4695.8306
552,26850.25
553,7960.6714
554,61093.953
555,14127.822
556,6156.662
557,25174.03
558,16861.592
559,11122.374
560,23325.102
561,2201.4932
562,9078.698
563,23679.398
564,25341.469
565,4191.246
566,28066.477
567,6186.112
568,10689.044
569,48758.01
570,52557.11
571,245963.83
572,133844.38
573,26255.146
574,8837.092
575,23167.89
576,207613.8
577,84478.086
578,1015.3166
579,52265.902
580,10726.023
581,68293.734
582,4522.0317
583,6886.6836
584,54705.54
585,17269.957
586,5571.919
587,6487.256
588,16865.018
589,14535.615
590,1584.9048
591,2201.9785
592,25360.424
593,26842.773
594,26252.418
595,39948.645
596,3068.893
597,18198.871
598,1683.4565
599,2573.4424
600,6451.1836
601,93165.31
602,39723.66
603,5370.551
604,1720.8699
605,18662.764
606,28403.855
607,2096.686
608,117029.39
609,42426.17
610,14229.853
611,48451.15
612,1840.3158
613,40399.055
614,8988.188
615,63575.273
616,5418.13
617,75496.83
618,17018.402
619,79613.625
620,57488.098
621,1242.0844
622,89521.01
623,267635.75
624,17788.617
625,3029.01
626,3694.4482
627,2422.9592
628,33454.22
629,13431.573
630,43367.24
631,16399.086
632,30373.18
633,33548.344
634,367711.9
635,2068.3489
636,12416.307
637,8406.733
638,47037.844
639,15783.344
640,14508.012
641,39436.703
642,21903.883
643,9038.299
644,60784.074
645,14633.387
646,111324.484
647,11465.589
648,2652.2222
649,933.42065
650,53007.484
651,16003.969
652,4085.6904
653,22343.46
654,106677.89
655,15531.681
656,5857.1636
657,5123.89
658,7904.524
659,1396.7019
660,6224.0796
661,83478.83
662,2837.3909
663,1000.14374
664,7958.1357
665,10454.523
666,33507.223
667,9857.345
668,3693.5178
669,3035.6316
670,149447.94
671,30999.326
672,26724.15
673,77237.48
674,11638.488
675,45146.9
676,140013.95
677,5863.8716
678,64700.98
679,11447.287
680,53528.85
681,81847.625
682,21212.293
683,6864.4585
684,7866.917
685,27756.312
686,12291.953
687,23847.2
688,105921.32
689,12443.36
690,20901.443
691,5428.419
692,6585.9316
693,1394.324
694,81404.92
695,49970.5
696,38984.266
697,19652.434
698,10287.764
699,44778.727
700,3101.0095
701,60740.496
702,2655.1287
703,2891.8733
704,7118.1694
705,1981.5057
706,5492.9385
707,167281.31
708,18079.002
709,3043.002
710,48722.266
711,4913.6562
712,32078.172
713,8327.258
714,63748.734
715,2154.2388
716,46753.797
717,15113.103
718,34625.168
719,6581.611
720,6686.541
721,1770.6139
722,10545.324
723,15064.103
724,39528.805
725,2400.2847
726,26672.844
727,19478.467
728,1568.0751
729,4649.978
730,31696.428
731,20201.523
732,7300.687
733,411967.2
734,6041.9517
735,4104.828
736,6052.1494
737,9291.952
738,118424.266
739,24636.25
740,2776.5808
741,76587.59
742,25966.186
743,7604.3223
744,28847.232
745,917.3275
746,231517.5
747,11268.551
748,98843.92
749,1291.112
750,1694.1005
751,152379.28
752,23475.607
753,849.39453
754,15770.223
755,12537.375
756,31012.396
757,53807.594
758,13760.652
759,3406.4922
760,5560.5303
761,1236.4984
762,29835.898
763,4125.7007
764,68122.2
765,19771.113
766,44599.98
767,20097.828
768,12809.191
769,20471.58
770,33300.977
771,105666.664
772,160286.6
773,128020.625
774,11110.097
775,11172.535
776,2588.0947
777,41791.95
778,10995.174
779,24532.756
780,14584.37
781,7246.09
782,9330.236
783,7204.926
784,5376.7734
785,156716.06
786,53241.043
787,68634.05
788,5622.365
789,29030.518
790,111066.91
791,1498.5903
792,91982.21
793,21718.955
794,36329.883
795,23152.938
796,28889.633
797,1886.1919
798,4430.6504
799,69158.766
800,110582.836
801,25352.031
802,7073.1226
803,107613.37
804,1975.4064
805,4981.876
806,38359.33
807,16963.695
808,77592.81
809,2285.368
810,2170.6392
811,13790.699
812,39495.832
813,32241.31
814,3744.483
815,3008.5713
816,4156.849
817,39746.168
818,7659.6084
819,8788.123
820,17336.693
821,7357.3794
822,33157.86
823,3854.6233
824,36731.438
825,11004.595
826,12773.824
827,6914.2217
828,7126.2466
829,3234.1543
830,8433.429
831,8584.171
832,40716.305
833,98030.01
834,673.2583
835,20026.057
836,5218.116
837,15672.357
838,38481.01
839,18537.188
840,2949.4534
841,22550.754
842,54801.727
843,9188.031
844,925.8581
845,14181.187
846,160744.62
847,7212.874
848,15386.6455
849,85204.1
850,5842.3213
851,9944.42
852,58003.73
853,8969.417
854,10434.013
855,2942.037
856,15436.149
857,8468.378
858,3263.4763
859,6215.4893
860,74733.195
861,8465.608
862,4177.966
863,4084.2993
864,6464.0195
865,14121.154
866,984.1117
867,49466.234
868,30720.291
869,66423.16
870,4775.135
871,7206.6094
872,42717.562
873,63661.246
874,13565.748
875,2034.0839
876,6218.5195
877,13632.297
878,40901.6
879,5463.686
880,27255.232
881,54385.57
882,1403.5789
883,28576.746
884,84167.27
885,94692.78
886,21033.824
887,287.22778
888,6410.4976
889,18523.367
890,124994.67
891,18138.207
892,34019.973
893,12767.941
894,23737.488
895,1799.0276
896,1369.7921
897,32186.717
898,22070.549
899,4478.209
900,145132.92
901,49986.23
902,337878.28
903,13716.023
904,3026.1392
905,5225.6626
906,91971.86
907,25649.32
908,20898.992
909,13499.833
910,2447.6726
911,4713.121
912,11136.269
913,19526.883
914,20342.66
915,29643.71
916,2135.909
917,9559.377
918,31021.004
919,31350.094
920,12099.359
921,42805.28
922,707.6763
923,2362.1365
924,7925.3296
925,10381.115
926,27468.246
927,6528.703
928,13890.123
929,8212.172
930,60889.957
931,19542.682
932,51840.516
933,8933.064
934,81171.03
935,5068.1704
936,5827.078
937,10283.535
938,18292.14
939,5495.7734
940,3493.7349
941,185857.5
942,4012.6057
943,8241.055
944,7528.7896
945,76561.664
946,3410.3809
947,5654.6235
948,99640.17
949,5621.341
950,6812.571
951,9105.529
952,38707.746
953,14636.82
954,94441.16
955,33941.254
956,78318.49
957,60036.098
958,13247.974
959,7226.75
960,5046.823
961,85569.484
962,62518.742
963,16607.746
964,25257.863
965,14733.39
966,19264.803
967,32856.48
968,33265.457
969,21362.793
970,22764.684
971,9839.385
972,9823.716
973,57569.57
974,3356.6052
975,25260.61
976,17422.82
977,32958.953
978,22700.055
979,13224.002
980,73568.09
981,17377.367
982,4640.5312
983,97764.58
984,7315.2827
985,30895.258
986,32762.111
987,10994.114
988,914.4437
989,25731.006
990,29011.145
991,5511.4697
992,2189.1458
993,8202.246
994,24724.164
995,10949.421
996,20452.377
997,48844.484
998,34024.71
999,19719.027
1000,16573.996
1001,9197.623
1002,23892.844
1003,3960.1035
1004,52512.52
1005,36540.11
1006,222548.39
1007,9603.003
1008,14935.508
1009,9510.776
1010,17385.273
1011,4232.0396
1012,15498.195
1013,31456.324
1014,16250.136
1015,77396.445
1016,32086.066
1017,33250.867
1018,78032.58
1019,78743.37
1020,14339.88
1021,1367.9631
1022,28140.693
1023,8492.425
1024,5116.7305
1025,6467.4053
1026,77405.16
1027,2560.2139
1028,52165.01
1029,7240.9287
1030,15236.046
1031,22355.994
1032,5316.914
1033,48330.28
1034,1127.7664
1035,37101.53
1036,25053.41
1037,94513.33
1038,4490.8457
1039,26578.963
1040,9259.651
1041,9118.679
1042,6550.953
1043,64554.105
1044,49447.652
1045,23972.227
1046,57000.85
1047,6462.7373
1048,54285.555
1049,17135.945
1050,22875.875
1051,2933.6487
1052,8650.532
1053,26531.352
1054,7312.353
1055,128968.12
1056,31130.217
1057,20296.691
1058,42621.28
1059,53695.125
1060,61314.12
1061,28943.768
1062,69654.15
1063,78864.14
1064,15349.958
1065,261790.75
1066,11860.34
1067,6961.8413
1068,2414.4949
1069,31040.684
1070,8927.085
1071,17288.266
1072,1151.3627
1073,81671.18
1074,10993.936
1075,34915.05
1076,18379.508
1077,5507.355
1078,24530.324
1079,62072.63
1080,51819.36
1081,22539.81
1082,3516.804
1083,4159.701
1084,47478.53
1085,1375.1671
1086,14204.428
1087,13210.072
1088,4240.8086
1089,11218.439
1090,15488.206
1091,65547.69
1092,5491.0103
1093,12429.743
1094,52506.258
1095,85262.22
1096,31674.941
1097,2075.0933
1098,9256.6045
1099,34305.84
1100,9292.324
1101,6808.342
1102,23974.398
1103,57782.77
1104,60007.938
1105,81691.12
1106,49867.62
1107,50207.2
1108,27979.459
1109,37444.203
1110,59531.29
1111,109365.81
1112,1633.8328
1113,14003.72
1114,2527.9497
1115,75399.836
1116,11802.822
1117,10252.471
1118,43939.336
1119,21908.229
1120,5603.135
1121,456.4585
1122,55248.195
1123,91062.08
1124,17445.566
1125,2855.9897
1126,1727.948
1127,1895.8398
1128,9641.529
1129,10281.525
1130,590.361
1131,26094.135
1132,44678.953
1133,15345.113
1134,209984.58
1135,77853.95
1136,14439.13
1137,4733.26
1138,149774.67
1139,3717.1787
1140,13573.15
1141,42278.06
1142,11618.381
1143,44084.145
1144,30770.783
1145,22830.367
1146,7928.611
1147,7915.6143
1148,29675.365
1149,15922.608
1150,17918.502
1151,44502.51
1152,19224.736
1153,2052.956
1154,43565.055
1155,51331.62
1156,4710.806
1157,5874.85
1158,4770.4185
1159,35524.883
1160,2398.5378
1161,42247.305
1162,77396.82
1163,36891.945
1164,74626.15
1165,4159.8955
1166,2698.2925
1167,2873.2876
1168,5861.098
1169,24889.844
1170,10510.602
1171,9315.067
1172,7327.832
1173,23036.508
1174,11507.691
1175,5470.9556
1176,26713.855
1177,3556.4927
1178,25337.408
1179,5233.2944
1180,4765.8564
1181,19208.664
1182,105460.484
1183,74224.91
1184,15015.634
1185,6969.256
1186,1827.3949
1187,1220.4213
1188,42187.234
1189,1919.1869
1190,9052.119
1191,54373.64
1192,20140.002
1193,43404.062
1194,22215.46
1195,26750.898
1196,20420.803
1197,3186.2344
1198,59233.688
1199,6686.8726
1200,4813.1504
1201,62652.742
1202,37557.83
1203,31751.734
1204,96545.53
1205,15306.511
1206,55450.58
1207,8083.019
1208,11369.077
1209,17672.176
1210,14851.361
1211,5161.254
1212,712.0102
1213,54997.7
1214,105011.37
1215,16121.885
1216,2208.5483
1217,38797.74
1218,18079.244
1219,83361.24
1220,8575.292
1221,16214.358
1222,28335.05
1223,7507.7217
1224,65222.25
1225,13611.613
1226,178234.22
1227,22237.443
1228,1876.1517
1229,9069.101
1230,54206.56
1231,4438.844
1232,11874.556
1233,54539.414
1234,8499.15
1235,6596.0967
1236,7117.5586
1237,8673.077
1238,7159.6167
1239,920.1128
1240,30510.242
1241,24621.686
1242,6301.01
1243,54540.664
1244,37900.305
1245,3175.2925
1246,4730.4707
1247,8918.872
1248,29024.566
1249,740.7835
1250,15134.912
1251,24500.512
1252,14606.56
1253,26927.285
1254,53375.312
1255,9081.885
1256,120044.41
1257,8184.249
1258,1044.8021
1259,4864.9395
1260,83774.39
1261,3162.143
1262,57132.887
1263,1432.9197
1264,1315.4563
1265,10261.07
1266,42955.45
1267,32794.684
1268,5903.014
1269,24117.018
1270,40648.406
1271,26763.914
1272,33881.23
1273,41852.85
1274,20958.713
1275,27412.766
1276,20230.059
1277,12740.475
1278,2813.6606
1279,5725.112
1280,54886.72
1281,3403.3413
1282,5412.593
1283,2459.5244
1284,6578.4917
1285,11917.795
1286,32805.977
1287,14474.538
1288,45432.617
1289,11442.888
1290,3712.4976
1291,137754.9
1292,78419.09
1293,2907.6997
1294,5583.917
1295,8989.3545
1296,51350.18
1297,6572.1763
1298,82430.984
1299,7470.4062
1300,48448.24
1301,18968.9
1302,94537.4
1303,7938.9624
1304,2900.2114
1305,15751.433
1306,12249.377
1307,43181.684
1308,979.418
1309,27050.81
1310,645.29913
1311,12622.982
1312,678.7938
1313,2183.4968
1314,11846.683
1315,87358.05
1316,200010.28
1317,11732.709
1318,13489.099
1319,9431.914
1320,4872.56
1321,9879.558
1322,26354.818
1323,103330.766
1324,98910.03
1325,7029.7686
1326,14680.496
1327,30050.018
1328,27573.732
1329,179405.47
1330,52664.434
1331,2422.46
1332,2492.4893
1333,109130.766
1334,3816.5642
1335,12833.086
1336,6123.245
1337,7010.966
1338,29611.416
1339,19940.523
1340,12960.615
1341,63955.047
1342,62089.68
1343,128082.66
1344,22203.854
1345,35932.1
1346,4415.588
1347,13901.772
1348,16061.355
1349,4714.834
1350,63144.32
1351,1105.2396
1352,936.20337
1353,31583.572
1354,50864.58
1355,15530.54
1356,11605.833
1357,55961.17
1358,54485.19
1359,4649.2905
1360,16583.436
1361,77861.01
1362,10161.449
1363,14154.648
1364,96318.375
1365,77175.625
1366,59978.242
1367,39323.656
1368,172710.47
1369,13356.332
1370,9556.742
1371,9740.02
1372,1286.3864
1373,61409.625
1374,52995.15
1375,38949.223
1376,5512.8843
1377,32791.56
1378,10908.727
1379,22016.918
1380,51128.227
1381,2647.131
1382,46745.28
1383,8887.317
1384,38110.06
1385,2505.1592
1386,9853.331
1387,11149.968
1388,42501.457
1389,2084.2856
1390,29343.223
1391,79457.52
1392,119165.08
1393,12202.047
1394,7880.074
1395,12762.049
1396,184708.97
1397,35878.375
1398,17133.379
1399,3146.5706
1400,67675.72
1401,18388.871
1402,73047.32
1403,7875.1226
1404,9605.842
1405,61326.87
1406,26836.426
1407,3816.9246
1408,1213.0283
1409,6882.868
1410,5239.838
1411,37468.316
1412,54419.293
1413,105896.98
1414,5832.027
1415,13944.545
1416,12353.02
1417,2233.868
1418,38632.586
1419,11631.043
1420,12650.654
1421,56343.047
1422,29551.719
1423,24999.588
1424,5601.991
1425,457.2331
1426,22809.713
1427,2113.8604
1428,31345.281
1429,1171.1501
1430,31158.107
1431,193634.86
1432,11989.645
1433,17049.514
1434,10103.803
1435,89276.49
1436,22587.734
1437,8432.584
1438,66278.56
1439,3910.701
1440,18986.91
1441,54382.3
1442,1258.0474
1443,2863.6714
1444,32491.959
1445,18923.709
1446,51034.984
1447,231745.7
1448,2682.5225
1449,123513.805
1450,14411.174
1451,16802.709
1452,88724.78
1453,56389.062
1454,4941.562
1455,7100.498
1456,13862.49
1457,4814.367
1458,6671.5767
1459,71684.805
1460,35910.418
1461,49098.414
1462,34000.836
1463,3927.5542
1464,21301.23
1465,7248.9585
1466,97173.58
1467,46357.62
1468,6077.4404
1469,3149.165
1470,105881.734
1471,31117.127
1472,18347.213
1473,71497.25
1474,6992.801
1475,10047.834
1476,69618.414
1477,71058.46
1478,5436.425
1479,75394.805
1480,45748.586
1481,93528.266
1482,24141.504
1483,21213.102
1484,26164.658
1485,4176.962
1486,10127.314
1487,12042.12
1488,5226.206
1489,52567.234
1490,56372.77
1491,33234.19
1492,20888.072
1493,2972.1262
1494,2053.86
1495,270169.94
1496,22214.062
1497,176813.8
1498,46849.85
1499,11949.368
1500,3981.2083
1501,4028.299
1502,32331.715
1503,68963.42
1504,97628.83
1505,52180.336
1506,13233.54
1507,5584.7373
1508,51749.38
1509,21708.436
1510,20372.21
1511,59704.305
1512,32989.55
1513,21459.113
1514,1943.9358
1515,12522.377
1516,49255.81
1517,8570.076
1518,5403.483
1519,4434.54
1520,52492.242
1521,85565.08
1522,5025.883
1523,182337.1
1524,7746.51
1525,5780.2515
1526,1793.5461
1527,16984.643
1528,25551.805
1529,150304.11
1530,21729.355
1531,20532.723
1532,2970.3828
1533,564.6376
1534,12648.918
1535,4246.946
1536,80398.91
1537,4961.9053
1538,10306.197
1539,5757.5205
1540,5661.062
1541,98228.03
1542,12699.046
1543,34995.125
1544,49727.95
1545,59479.31
1546,1603.2661
1547,2047.6779
1548,15861.92
1549,24620.676
1550,49897.07
1551,48517.133
1552,3949.9397
1553,27135.82
1554,2858.6055
1555,20236.367
1556,8234.518
1557,26389.955
1558,24421.965
1559,54254.76
1560,1893.982
1561,11280.853
1562,65611.92
1563,36056.574
1564,2870.971
1565,4067.7822
1566,6349.704
1567,45996.727
1568,60015.664
1569,6402.5903
1570,5189.902
1571,30357.861
1572,3599.9756
1573,63059.168
1574,16698.34
1575,94622.91
1576,33012.023
1577,106944.06
1578,32434.559
1579,34028.992
1580,20406.045
1581,5690.9473
1582,45410.914
1583,12981.349
1584,9561.747
1585,3235.8643
1586,36727.934
1587,89661.22
1588,21646.701
1589,7885.8184
1590,55551.465
1591,35528.883
1592,77853.58
1593,28414.287
1594,27955.773
1595,20357.914
1596,24329.021
1597,51767.742
1598,17583.258
1599,17121.799
1600,3796.5347
1601,6599.76
1602,37592.086
1603,2023.5532
1604,43785.523
1605,61546.473
1606,6572.2764
1607,30992.408
1608,6450.5312
1609,16299.526
1610,6468.707
1611,48542.633
1612,23574.688
1613,7259.628
1614,20281.889
1615,4172.446
1616,73090.38
1617,60291.027
1618,7295.7446
1619,4138.9453
1620,10292.121
1621,43370.465
1622,4450.499
1623,79242.76
1624,153992.53
1625,4485.9263
1626,8913.132
1627,18826.59
1628,14449.352
1629,8234.91
1630,58271.586
1631,14960.015
1632,7829.0186
1633,27035.078
1634,19136.654
1635,9236.488
1636,115741.86
1637,59018.906
1638,8318.2
1639,10525.207
1640,3202.4583
1641,32528.607
1642,4025.9941
1643,67523.51
1644,22415.176
1645,33836.766
1646,34206.586
1647,16966.365
1648,9723.842
1649,85692.23
1650,3936.252
1651,14564.076
1652,8642.705
1653,6067.588
1654,41035.305
1655,8941.009
1656,74658.47
1657,5032.863
1658,167405.16
1659,33567.8
1660,4132.14
1661,213776.03
1662,136514.19
1663,5463.8164
1664,2225.1528
1665,7119.7856
1666,6897.8394
1667,2126.399
1668,55538.75
1669,3167.0698
1670,66261.18
1671,98615.59
1672,113139.63
1673,38447.375
1674,5057.184
1675,21615.283
1676,23066.87
1677,2766.21
1678,25084.06
1679,14045.64
1680,18154.543
1681,7033.4375
1682,13074.875
1683,23072.305
1684,818.33124
1685,12143.58
1686,58356.176
1687,8919.953
1688,14994.883
1689,4981.7144
1690,1708.6633
1691,30367.56
1692,37263.73
1693,7726.1885
1694,9287.079
1695,3265.974
1696,729.0416
1697,57199.07
1698,13749.016
1699,291281.94
1700,26423.576
1701,29647.219
1702,11823.216
1703,4900.873
1704,20094.031
1705,55416.742
1706,13615.301
1707,18585.977
1708,7965.365
1709,20708.953
1710,9750.216
1711,2178.085
1712,22486.926
1713,9912.706
1714,9283.988
1715,7559.5366
1716,28146.947
1717,12656.749
1718,94723.58
1719,5199.5195
1720,72696.84
1721,4274.669
1722,13619.781
1723,23188.78
1724,11363.332
1725,36253.91
1726,10775.99
1727,1065.084
1728,40722.52
1729,77323.19
1730,31405.695
1731,35288.277
1732,21272.2
1733,11495.219
1734,3296.94
1735,11017.3545
1736,3603.2463
1737,7159.2344
1738,138681.97
1739,4174.751
1740,3080.9082
1741,15158.561
1742,40073.31
1743,14184.785
1744,5121.75
1745,27881.14
1746,24612.459
1747,18414.81
1748,92353.055
1749,102836.17
1750,25031.797
1751,1361.7616
1752,69141.88
1753,282518.06
1754,15171.707
1755,9414.065
1756,3100.4534
1757,1680.4167
1758,6724.6924
1759,18714.791
1760,5087.5107
1761,548.4307
1762,5304.9185
1763,19544.807
1764,61530.098
1765,76327.86
1766,14096.422
1767,5992.3125
1768,4778.2695
1769,2336.1213
1770,41888.754
1771,4179.4766
1772,23914.547
1773,1492.1772
1774,17866.762
1775,19414.443
1776,8465.56
1777,5781.1777
1778,12439.859
1779,55449.945
1780,44234.41
1781,66538.42
1782,106223.38
1783,76470.96
1784,11900.1
1785,40862.574
1786,37527.074
1787,50186.04
1788,84637.914
1789,60182.28
1790,97063.36
1791,22054.115
1792,2648.292
1793,5356.0576
1794,8614.526
1795,50167.33
1796,109381.56
1797,10920.24
1798,12584.756
1799,10847.358
1800,5969.71
1801,40787.39
1802,11381.543
1803,9286.875
1804,7808.138
1805,15808.321
1806,72916.53
1807,1478.4309
1808,8133.69
1809,6570.3086
1810,3610.706
1811,30648.479
1812,1723.2954
1813,25905.732
1814,13035.441
1815,157762.0
1816,68974.07
1817,152613.56
1818,3666.5432
1819,85843.55
1820,13609.251
1821,43707.254
1822,67155.266
1823,15924.644
1824,42176.53
1825,16874.43
1826,149190.33
1827,20602.36
1828,151301.62
1829,28455.832
1830,36514.746
1831,17936.215
1832,8763.381
1833,10692.48
